UTC,Date,Local,Away,Home,Venue,TZ,Description
2023-08-25T22:40:00+00:00,2023-08-25,06:40 PM,New York Yankees,Tampa Bay Rays,Tropicana Field,US/Eastern,Regular Season
2023-08-25T23:05:00+00:00,2023-08-25,07:05 PM,Colorado Rockies,Baltimore Orioles,Oriole Park at Camden Yards,US/Eastern,Regular Season
2023-08-25T23:05:00+00:00,2023-08-25,07:05 PM,Chicago Cubs,Pittsburgh Pirates,PNC Park,US/Eastern,Regular Season
2023-08-25T23:05:00+00:00,2023-08-25,07:05 PM,St. Louis Cardinals,Philadelphia Phillies,Citizens Bank Park,US/Eastern,Regular Season
2023-08-25T23:07:00+00:00,2023-08-25,07:07 PM,Cleveland Guardians,Toronto Blue Jays,Rogers Centre,Canada/Eastern,Regular Season
2023-08-25T23:10:00+00:00,2023-08-25,07:10 PM,Houston Astros,Detroit Tigers,Comerica Park,US/Eastern,Regular Season
2023-08-25T23:10:00+00:00,2023-08-25,07:10 PM,Los Angeles Dodgers,Boston Red Sox,Fenway Park,US/Eastern,Regular Season
2023-08-25T23:10:00+00:00,2023-08-25,07:10 PM,Los Angeles Angels,New York Mets,Citi Field,US/Eastern,Regular Season
2023-08-26T00:10:00+00:00,2023-08-25,07:10 PM,Texas Rangers,Minnesota Twins,Target Field,US/Central,Regular Season
2023-08-26T00:10:00+00:00,2023-08-25,07:10 PM,San Diego Padres,Milwaukee Brewers,American Family Field,US/Central,Regular Season
2023-08-26T02:10:00+00:00,2023-08-25,07:10 PM,Kansas City Royals,Seattle Mariners,T-Mobile Park,US/Pacific,Regular Season
2023-08-26T02:15:00+00:00,2023-08-25,07:15 PM,Atlanta Braves,San Francisco Giants,Oracle Park,US/Pacific,Regular Season
2023-08-26T00:10:00+00:00,2023-08-25,07:10 PM,Oakland Athletics,Chicago White Sox,Guaranteed Rate Field,US/Central,Regular Season
2023-08-26T01:40:00+00:00,2023-08-25,06:40 PM,Cincinnati Reds,Arizona Diamondbacks,Chase Field,US/Arizona,Regular Season
2023-08-26T19:07:00+00:00,2023-08-26,03:07 PM,Cleveland Guardians,Toronto Blue Jays,Rogers Centre,Canada/Eastern,Regular Season
2023-08-26T20:05:00+00:00,2023-08-26,01:05 PM,Atlanta Braves,San Francisco Giants,Oracle Park,US/Pacific,Regular Season
2023-08-26T20:10:00+00:00,2023-08-26,04:10 PM,Los Angeles Dodgers,Boston Red Sox,Fenway Park,US/Eastern,Regular Season
2023-08-26T20:10:00+00:00,2023-08-26,01:10 PM,Kansas City Royals,Seattle Mariners,T-Mobile Park,US/Pacific,Regular Season
2023-08-26T20:10:00+00:00,2023-08-26,04:10 PM,Washington Nationals,Miami Marlins,loanDepot park,US/Eastern,Regular Season
2023-08-26T20:10:00+00:00,2023-08-26,04:10 PM,New York Yankees,Tampa Bay Rays,Tropicana Field,US/Eastern,Regular Season
2023-08-26T22:10:00+00:00,2023-08-26,06:10 PM,Houston Astros,Detroit Tigers,Comerica Park,US/Eastern,Regular Season
2023-08-26T23:05:00+00:00,2023-08-26,07:05 PM,Colorado Rockies,Baltimore Orioles,Oriole Park at Camden Yards,US/Eastern,Regular Season
2023-08-26T23:10:00+00:00,2023-08-26,07:10 PM,Los Angeles Angels,New York Mets,Citi Field,US/Eastern,Regular Season
2023-08-26T23:10:00+00:00,2023-08-26,06:10 PM,San Diego Padres,Milwaukee Brewers,American Family Field,US/Central,Regular Season
2023-08-26T23:15:00+00:00,2023-08-26,07:15 PM,Chicago Cubs,Pittsburgh Pirates,PNC Park,US/Eastern,Regular Season
2023-08-26T23:15:00+00:00,2023-08-26,06:15 PM,Texas Rangers,Minnesota Twins,Target Field,US/Central,Regular Season
2023-08-26T23:15:00+00:00,2023-08-26,07:15 PM,St. Louis Cardinals,Philadelphia Phillies,Citizens Bank Park,US/Eastern,Regular Season
2023-08-26T23:10:00+00:00,2023-08-26,06:10 PM,Oakland Athletics,Chicago White Sox,Guaranteed Rate Field,US/Central,Regular Season
2023-08-27T00:10:00+00:00,2023-08-26,05:10 PM,Cincinnati Reds,Arizona Diamondbacks,Chase Field,US/Arizona,Regular Season
2023-08-27T17:35:00+00:00,2023-08-27,01:35 PM,Colorado Rockies,Baltimore Orioles,Oriole Park at Camden Yards,US/Eastern,Regular Season
2023-08-27T17:35:00+00:00,2023-08-27,01:35 PM,Chicago Cubs,Pittsburgh Pirates,PNC Park,US/Eastern,Regular Season
2023-08-27T17:35:00+00:00,2023-08-27,01:35 PM,St. Louis Cardinals,Philadelphia Phillies,Citizens Bank Park,US/Eastern,Regular Season
2023-08-27T17:37:00+00:00,2023-08-27,01:37 PM,Cleveland Guardians,Toronto Blue Jays,Rogers Centre,Canada/Eastern,Regular Season
2023-08-27T17:40:00+00:00,2023-08-27,01:40 PM,Houston Astros,Detroit Tigers,Comerica Park,US/Eastern,Regular Season
2023-08-27T17:40:00+00:00,2023-08-27,01:40 PM,Los Angeles Angels,New York Mets,Citi Field,US/Eastern,Regular Season
2023-08-27T17:40:00+00:00,2023-08-27,01:40 PM,Washington Nationals,Miami Marlins,loanDepot park,US/Eastern,Regular Season
2023-08-27T17:40:00+00:00,2023-08-27,01:40 PM,New York Yankees,Tampa Bay Rays,Tropicana Field,US/Eastern,Regular Season
2023-08-27T18:10:00+00:00,2023-08-27,01:10 PM,Texas Rangers,Minnesota Twins,Target Field,US/Central,Regular Season
2023-08-27T18:10:00+00:00,2023-08-27,01:10 PM,San Diego Padres,Milwaukee Brewers,American Family Field,US/Central,Regular Season
2023-08-27T20:05:00+00:00,2023-08-27,01:05 PM,Atlanta Braves,San Francisco Giants,Oracle Park,US/Pacific,Regular Season
2023-08-27T20:10:00+00:00,2023-08-27,01:10 PM,Kansas City Royals,Seattle Mariners,T-Mobile Park,US/Pacific,Regular Season
2023-08-27T07:33:00+00:00,2023-08-27,03:33 AM,Los Angeles Dodgers,Boston Red Sox,Fenway Park,US/Eastern,Regular Season
2023-08-27T18:10:00+00:00,2023-08-27,01:10 PM,Oakland Athletics,Chicago White Sox,Guaranteed Rate Field,US/Central,Regular Season
2023-08-27T20:10:00+00:00,2023-08-27,01:10 PM,Cincinnati Reds,Arizona Diamondbacks,Chase Field,US/Arizona,Regular Season
2023-08-28T22:40:00+00:00,2023-08-28,06:40 PM,Los Angeles Angels,Philadelphia Phillies,Citizens Bank Park,US/Eastern,Regular Season
2023-08-28T23:05:00+00:00,2023-08-28,07:05 PM,Chicago White Sox,Baltimore Orioles,Oriole Park at Camden Yards,US/Eastern,Regular Season
2023-08-28T23:07:00+00:00,2023-08-28,07:07 PM,Washington Nationals,Toronto Blue Jays,Rogers Centre,Canada/Eastern,Regular Season
2023-08-28T23:10:00+00:00,2023-08-28,07:10 PM,Houston Astros,Boston Red Sox,Fenway Park,US/Eastern,Regular Season
2023-08-28T23:10:00+00:00,2023-08-28,07:10 PM,Texas Rangers,New York Mets,Citi Field,US/Eastern,Regular Season
2023-08-28T23:10:00+00:00,2023-08-28,07:10 PM,New York Yankees,Detroit Tigers,Comerica Park,US/Eastern,Regular Season
2023-08-28T23:40:00+00:00,2023-08-28,06:40 PM,Cleveland Guardians,Minnesota Twins,Target Field,US/Central,Regular Season
2023-08-28T23:45:00+00:00,2023-08-28,06:45 PM,San Diego Padres,St. Louis Cardinals,Busch Stadium,US/Central,Regular Season
2023-08-29T00:05:00+00:00,2023-08-28,07:05 PM,Milwaukee Brewers,Chicago Cubs,Wrigley Field,US/Central,Regular Season
2023-08-29T00:10:00+00:00,2023-08-28,07:10 PM,Pittsburgh Pirates,Kansas City Royals,Kauffman Stadium,US/Central,Regular Season
2023-08-29T00:40:00+00:00,2023-08-28,06:40 PM,Atlanta Braves,Colorado Rockies,Coors Field,US/Mountain,Regular Season
2023-08-29T01:45:00+00:00,2023-08-28,06:45 PM,Cincinnati Reds,San Francisco Giants,Oracle Park,US/Pacific,Regular Season
2023-08-29T02:10:00+00:00,2023-08-28,07:10 PM,Arizona Diamondbacks,Los Angeles Dodgers,Dodger Stadium,US/Pacific,Regular Season
2023-08-29T01:40:00+00:00,2023-08-28,06:40 PM,Oakland Athletics,Seattle Mariners,T-Mobile Park,US/Pacific,Regular Season
2023-08-29T22:40:00+00:00,2023-08-29,06:40 PM,Los Angeles Angels,Philadelphia Phillies,Citizens Bank Park,US/Eastern,Regular Season
2023-08-29T22:40:00+00:00,2023-08-29,06:40 PM,Tampa Bay Rays,Miami Marlins,loanDepot park,US/Eastern,Regular Season
2023-08-29T23:05:00+00:00,2023-08-29,07:05 PM,Chicago White Sox,Baltimore Orioles,Oriole Park at Camden Yards,US/Eastern,Regular Season
2023-08-29T23:07:00+00:00,2023-08-29,07:07 PM,Washington Nationals,Toronto Blue Jays,Rogers Centre,Canada/Eastern,Regular Season
2023-08-29T23:10:00+00:00,2023-08-29,07:10 PM,Houston Astros,Boston Red Sox,Fenway Park,US/Eastern,Regular Season
2023-08-29T23:10:00+00:00,2023-08-29,07:10 PM,Texas Rangers,New York Mets,Citi Field,US/Eastern,Regular Season
2023-08-29T23:10:00+00:00,2023-08-29,07:10 PM,New York Yankees,Detroit Tigers,Comerica Park,US/Eastern,Regular Season
2023-08-29T23:40:00+00:00,2023-08-29,06:40 PM,Cleveland Guardians,Minnesota Twins,Target Field,US/Central,Regular Season
2023-08-29T23:45:00+00:00,2023-08-29,06:45 PM,San Diego Padres,St. Louis Cardinals,Busch Stadium,US/Central,Regular Season
2023-08-30T00:05:00+00:00,2023-08-29,07:05 PM,Milwaukee Brewers,Chicago Cubs,Wrigley Field,US/Central,Regular Season
2023-08-30T00:10:00+00:00,2023-08-29,07:10 PM,Pittsburgh Pirates,Kansas City Royals,Kauffman Stadium,US/Central,Regular Season
2023-08-30T00:40:00+00:00,2023-08-29,06:40 PM,Atlanta Braves,Colorado Rockies,Coors Field,US/Mountain,Regular Season
2023-08-30T01:45:00+00:00,2023-08-29,06:45 PM,Cincinnati Reds,San Francisco Giants,Oracle Park,US/Pacific,Regular Season
2023-08-30T02:10:00+00:00,2023-08-29,07:10 PM,Arizona Diamondbacks,Los Angeles Dodgers,Dodger Stadium,US/Pacific,Regular Season
2023-08-30T01:40:00+00:00,2023-08-29,06:40 PM,Oakland Athletics,Seattle Mariners,T-Mobile Park,US/Pacific,Regular Season
2023-08-30T17:05:00+00:00,2023-08-30,01:05 PM,Los Angeles Angels,Philadelphia Phillies,Citizens Bank Park,US/Eastern,Regular Season
2023-08-30T17:05:00+00:00,2023-08-30,01:05 PM,Chicago White Sox,Baltimore Orioles,Oriole Park at Camden Yards,US/Eastern,Regular Season
2023-08-30T17:10:00+00:00,2023-08-30,12:10 PM,Cleveland Guardians,Minnesota Twins,Target Field,US/Central,Regular Season
2023-08-30T18:15:00+00:00,2023-08-30,01:15 PM,San Diego Padres,St. Louis Cardinals,Busch Stadium,US/Central,Regular Season
2023-08-30T18:20:00+00:00,2023-08-30,01:20 PM,Milwaukee Brewers,Chicago Cubs,Wrigley Field,US/Central,Regular Season
2023-08-30T19:07:00+00:00,2023-08-30,03:07 PM,Washington Nationals,Toronto Blue Jays,Rogers Centre,Canada/Eastern,Regular Season
2023-08-30T19:45:00+00:00,2023-08-30,12:45 PM,Cincinnati Reds,San Francisco Giants,Oracle Park,US/Pacific,Regular Season
2023-08-30T20:10:00+00:00,2023-08-30,04:10 PM,Houston Astros,Boston Red Sox,Fenway Park,US/Eastern,Regular Season
2023-08-30T22:40:00+00:00,2023-08-30,06:40 PM,Texas Rangers,New York Mets,Citi Field,US/Eastern,Regular Season
2023-08-30T22:40:00+00:00,2023-08-30,06:40 PM,Tampa Bay Rays,Miami Marlins,loanDepot park,US/Eastern,Regular Season
2023-08-30T23:10:00+00:00,2023-08-30,07:10 PM,New York Yankees,Detroit Tigers,Comerica Park,US/Eastern,Regular Season
2023-08-31T00:10:00+00:00,2023-08-30,07:10 PM,Pittsburgh Pirates,Kansas City Royals,Kauffman Stadium,US/Central,Regular Season
2023-08-31T00:40:00+00:00,2023-08-30,06:40 PM,Atlanta Braves,Colorado Rockies,Coors Field,US/Mountain,Regular Season
2023-08-31T02:10:00+00:00,2023-08-30,07:10 PM,Arizona Diamondbacks,Los Angeles Dodgers,Dodger Stadium,US/Pacific,Regular Season
2023-08-30T20:10:00+00:00,2023-08-30,01:10 PM,Oakland Athletics,Seattle Mariners,T-Mobile Park,US/Pacific,Regular Season
2023-08-31T17:10:00+00:00,2023-08-31,01:10 PM,New York Yankees,Detroit Tigers,Comerica Park,US/Eastern,Regular Season
2023-08-31T23:05:00+00:00,2023-08-31,07:05 PM,Miami Marlins,Washington Nationals,Nationals Park,US/Eastern,Regular Season
2023-09-01T01:40:00+00:00,2023-08-31,06:40 PM,San Francisco Giants,San Diego Padres,Petco Park,US/Pacific,Regular Season
2023-09-01T02:10:00+00:00,2023-08-31,07:10 PM,Atlanta Braves,Los Angeles Dodgers,Dodger Stadium,US/Pacific,Regular Season
2023-09-01T22:40:00+00:00,2023-09-01,06:40 PM,Chicago Cubs,Cincinnati Reds,Great American Ball Park,US/Eastern,Regular Season
2023-09-01T23:05:00+00:00,2023-09-01,07:05 PM,Miami Marlins,Washington Nationals,Nationals Park,US/Eastern,Regular Season
2023-09-01T23:10:00+00:00,2023-09-01,07:10 PM,Seattle Mariners,New York Mets,Citi Field,US/Eastern,Regular Season
2023-09-02T00:05:00+00:00,2023-09-01,06:05 PM,Minnesota Twins,Texas Rangers,Globe Life Field,US/Mountain,Regular Season
2023-09-02T00:10:00+00:00,2023-09-01,07:10 PM,Boston Red Sox,Kansas City Royals,Kauffman Stadium,US/Central,Regular Season
2023-09-02T00:10:00+00:00,2023-09-01,07:10 PM,Detroit Tigers,Chicago White Sox,Guaranteed Rate Field,US/Central,Regular Season
2023-09-02T00:10:00+00:00,2023-09-01,07:10 PM,Philadelphia Phillies,Milwaukee Brewers,American Family Field,US/Central,Regular Season
2023-09-02T00:15:00+00:00,2023-09-01,07:15 PM,Pittsburgh Pirates,St. Louis Cardinals,Busch Stadium,US/Central,Regular Season
2023-09-02T00:40:00+00:00,2023-09-01,06:40 PM,Toronto Blue Jays,Colorado Rockies,Coors Field,US/Mountain,Regular Season
2023-09-02T01:40:00+00:00,2023-09-01,06:40 PM,Los Angeles Angels,Oakland Athletics,Oakland Coliseum,US/Pacific,Regular Season
2023-09-02T01:40:00+00:00,2023-09-01,06:40 PM,San Francisco Giants,San Diego Padres,Petco Park,US/Pacific,Regular Season
2023-09-02T02:10:00+00:00,2023-09-01,07:10 PM,Atlanta Braves,Los Angeles Dodgers,Dodger Stadium,US/Pacific,Regular Season
2023-09-01T23:10:00+00:00,2023-09-01,07:10 PM,Tampa Bay Rays,Cleveland Guardians,Progressive Field,US/Eastern,Regular Season
2023-09-02T00:10:00+00:00,2023-09-01,06:10 PM,New York Yankees,Houston Astros,Minute Maid Park,US/Mountain,Regular Season
2023-09-02T01:40:00+00:00,2023-09-01,06:40 PM,Baltimore Orioles,Arizona Diamondbacks,Chase Field,US/Arizona,Regular Season
2023-09-02T20:05:00+00:00,2023-09-02,04:05 PM,Miami Marlins,Washington Nationals,Nationals Park,US/Eastern,Regular Season
2023-09-02T20:07:00+00:00,2023-09-02,01:07 PM,Los Angeles Angels,Oakland Athletics,Oakland Coliseum,US/Pacific,Regular Season
2023-09-02T22:40:00+00:00,2023-09-02,06:40 PM,Chicago Cubs,Cincinnati Reds,Great American Ball Park,US/Eastern,Regular Season
2023-09-02T23:10:00+00:00,2023-09-02,06:10 PM,Boston Red Sox,Kansas City Royals,Kauffman Stadium,US/Central,Regular Season
2023-09-02T23:10:00+00:00,2023-09-02,07:10 PM,Seattle Mariners,New York Mets,Citi Field,US/Eastern,Regular Season
2023-09-02T23:10:00+00:00,2023-09-02,06:10 PM,Detroit Tigers,Chicago White Sox,Guaranteed Rate Field,US/Central,Regular Season
2023-09-02T23:15:00+00:00,2023-09-02,06:15 PM,Pittsburgh Pirates,St. Louis Cardinals,Busch Stadium,US/Central,Regular Season
2023-09-02T23:15:00+00:00,2023-09-02,05:15 PM,Minnesota Twins,Texas Rangers,Globe Life Field,US/Mountain,Regular Season
2023-09-02T23:15:00+00:00,2023-09-02,06:15 PM,Philadelphia Phillies,Milwaukee Brewers,American Family Field,US/Central,Regular Season
2023-09-03T00:10:00+00:00,2023-09-02,06:10 PM,Toronto Blue Jays,Colorado Rockies,Coors Field,US/Mountain,Regular Season
2023-09-03T00:40:00+00:00,2023-09-02,05:40 PM,San Francisco Giants,San Diego Padres,Petco Park,US/Pacific,Regular Season
2023-09-03T01:10:00+00:00,2023-09-02,06:10 PM,Atlanta Braves,Los Angeles Dodgers,Dodger Stadium,US/Pacific,Regular Season
2023-09-02T22:10:00+00:00,2023-09-02,06:10 PM,Tampa Bay Rays,Cleveland Guardians,Progressive Field,US/Eastern,Regular Season
2023-09-02T23:10:00+00:00,2023-09-02,05:10 PM,New York Yankees,Houston Astros,Minute Maid Park,US/Mountain,Regular Season
2023-09-03T00:10:00+00:00,2023-09-02,05:10 PM,Baltimore Orioles,Arizona Diamondbacks,Chase Field,US/Arizona,Regular Season
2023-09-03T17:35:00+00:00,2023-09-03,01:35 PM,Miami Marlins,Washington Nationals,Nationals Park,US/Eastern,Regular Season
2023-09-03T17:40:00+00:00,2023-09-03,01:40 PM,Seattle Mariners,New York Mets,Citi Field,US/Eastern,Regular Season
2023-09-03T18:10:00+00:00,2023-09-03,01:10 PM,Boston Red Sox,Kansas City Royals,Kauffman Stadium,US/Central,Regular Season
2023-09-03T18:10:00+00:00,2023-09-03,01:10 PM,Detroit Tigers,Chicago White Sox,Guaranteed Rate Field,US/Central,Regular Season
2023-09-03T18:10:00+00:00,2023-09-03,01:10 PM,Philadelphia Phillies,Milwaukee Brewers,American Family Field,US/Central,Regular Season
2023-09-03T18:15:00+00:00,2023-09-03,01:15 PM,Pittsburgh Pirates,St. Louis Cardinals,Busch Stadium,US/Central,Regular Season
2023-09-03T18:35:00+00:00,2023-09-03,12:35 PM,Minnesota Twins,Texas Rangers,Globe Life Field,US/Mountain,Regular Season
2023-09-03T19:10:00+00:00,2023-09-03,01:10 PM,Toronto Blue Jays,Colorado Rockies,Coors Field,US/Mountain,Regular Season
2023-09-03T20:07:00+00:00,2023-09-03,01:07 PM,Los Angeles Angels,Oakland Athletics,Oakland Coliseum,US/Pacific,Regular Season
2023-09-03T20:10:00+00:00,2023-09-03,01:10 PM,San Francisco Giants,San Diego Padres,Petco Park,US/Pacific,Regular Season
2023-09-03T20:10:00+00:00,2023-09-03,01:10 PM,Atlanta Braves,Los Angeles Dodgers,Dodger Stadium,US/Pacific,Regular Season
2023-09-03T07:33:00+00:00,2023-09-03,03:33 AM,Chicago Cubs,Cincinnati Reds,Great American Ball Park,US/Eastern,Regular Season
2023-09-03T18:10:00+00:00,2023-09-03,12:10 PM,New York Yankees,Houston Astros,Minute Maid Park,US/Mountain,Regular Season
2023-09-03T20:10:00+00:00,2023-09-03,01:10 PM,Baltimore Orioles,Arizona Diamondbacks,Chase Field,US/Arizona,Regular Season
2023-09-03T20:10:00+00:00,2023-09-03,04:10 PM,Tampa Bay Rays,Cleveland Guardians,Progressive Field,US/Eastern,Regular Season
2023-09-04T18:20:00+00:00,2023-09-04,01:20 PM,San Francisco Giants,Chicago Cubs,Wrigley Field,US/Central,Regular Season
2023-09-04T20:05:00+00:00,2023-09-04,02:05 PM,Houston Astros,Texas Rangers,Globe Life Field,US/Mountain,Regular Season
2023-09-04T20:07:00+00:00,2023-09-04,01:07 PM,Toronto Blue Jays,Oakland Athletics,Oakland Coliseum,US/Pacific,Regular Season
2023-09-04T20:10:00+00:00,2023-09-04,04:10 PM,Seattle Mariners,Cincinnati Reds,Great American Ball Park,US/Eastern,Regular Season
2023-09-04T20:10:00+00:00,2023-09-04,04:10 PM,Boston Red Sox,Tampa Bay Rays,Tropicana Field,US/Eastern,Regular Season
2023-09-04T22:35:00+00:00,2023-09-04,06:35 PM,Milwaukee Brewers,Pittsburgh Pirates,PNC Park,US/Eastern,Regular Season
2023-09-04T22:40:00+00:00,2023-09-04,03:40 PM,Philadelphia Phillies,San Diego Padres,Petco Park,US/Pacific,Regular Season
2023-09-05T01:38:00+00:00,2023-09-04,06:38 PM,Baltimore Orioles,Los Angeles Angels,Angel Stadium,US/Pacific,Regular Season
2023-09-04T20:10:00+00:00,2023-09-04,01:10 PM,Colorado Rockies,Arizona Diamondbacks,Chase Field,US/Arizona,Regular Season
2023-09-04T22:10:00+00:00,2023-09-04,06:10 PM,Minnesota Twins,Cleveland Guardians,Progressive Field,US/Eastern,Regular Season
2023-09-05T22:35:00+00:00,2023-09-05,06:35 PM,Milwaukee Brewers,Pittsburgh Pirates,PNC Park,US/Eastern,Regular Season
2023-09-05T22:40:00+00:00,2023-09-05,06:40 PM,Seattle Mariners,Cincinnati Reds,Great American Ball Park,US/Eastern,Regular Season
2023-09-05T22:40:00+00:00,2023-09-05,06:40 PM,Boston Red Sox,Tampa Bay Rays,Tropicana Field,US/Eastern,Regular Season
2023-09-05T22:40:00+00:00,2023-09-05,06:40 PM,Los Angeles Dodgers,Miami Marlins,loanDepot park,US/Eastern,Regular Season
2023-09-05T23:05:00+00:00,2023-09-05,07:05 PM,New York Mets,Washington Nationals,Nationals Park,US/Eastern,Regular Season
2023-09-05T23:05:00+00:00,2023-09-05,07:05 PM,Detroit Tigers,New York Yankees,Yankee Stadium,US/Eastern,Regular Season
2023-09-05T23:20:00+00:00,2023-09-05,07:20 PM,St. Louis Cardinals,Atlanta Braves,Truist Park,US/Eastern,Regular Season
2023-09-05T23:40:00+00:00,2023-09-05,06:40 PM,San Francisco Giants,Chicago Cubs,Wrigley Field,US/Central,Regular Season
2023-09-05T23:40:00+00:00,2023-09-05,06:40 PM,Chicago White Sox,Kansas City Royals,Kauffman Stadium,US/Central,Regular Season
2023-09-06T00:05:00+00:00,2023-09-05,06:05 PM,Houston Astros,Texas Rangers,Globe Life Field,US/Mountain,Regular Season
2023-09-06T01:38:00+00:00,2023-09-05,06:38 PM,Baltimore Orioles,Los Angeles Angels,Angel Stadium,US/Pacific,Regular Season
2023-09-06T01:40:00+00:00,2023-09-05,06:40 PM,Toronto Blue Jays,Oakland Athletics,Oakland Coliseum,US/Pacific,Regular Season
2023-09-06T01:40:00+00:00,2023-09-05,06:40 PM,Philadelphia Phillies,San Diego Padres,Petco Park,US/Pacific,Regular Season
2023-09-05T22:10:00+00:00,2023-09-05,06:10 PM,Minnesota Twins,Cleveland Guardians,Progressive Field,US/Eastern,Regular Season
2023-09-06T01:40:00+00:00,2023-09-05,06:40 PM,Colorado Rockies,Arizona Diamondbacks,Chase Field,US/Arizona,Regular Season
2023-09-06T16:35:00+00:00,2023-09-06,12:35 PM,Milwaukee Brewers,Pittsburgh Pirates,PNC Park,US/Eastern,Regular Season
2023-09-06T18:20:00+00:00,2023-09-06,01:20 PM,San Francisco Giants,Chicago Cubs,Wrigley Field,US/Central,Regular Season
2023-09-06T19:37:00+00:00,2023-09-06,12:37 PM,Toronto Blue Jays,Oakland Athletics,Oakland Coliseum,US/Pacific,Regular Season
2023-09-06T20:10:00+00:00,2023-09-06,01:10 PM,Philadelphia Phillies,San Diego Padres,Petco Park,US/Pacific,Regular Season
2023-09-06T22:40:00+00:00,2023-09-06,06:40 PM,Seattle Mariners,Cincinnati Reds,Great American Ball Park,US/Eastern,Regular Season
2023-09-06T22:40:00+00:00,2023-09-06,06:40 PM,Boston Red Sox,Tampa Bay Rays,Tropicana Field,US/Eastern,Regular Season
2023-09-06T22:40:00+00:00,2023-09-06,06:40 PM,Los Angeles Dodgers,Miami Marlins,loanDepot park,US/Eastern,Regular Season
2023-09-06T23:05:00+00:00,2023-09-06,07:05 PM,New York Mets,Washington Nationals,Nationals Park,US/Eastern,Regular Season
2023-09-06T23:05:00+00:00,2023-09-06,07:05 PM,Detroit Tigers,New York Yankees,Yankee Stadium,US/Eastern,Regular Season
2023-09-06T23:20:00+00:00,2023-09-06,07:20 PM,St. Louis Cardinals,Atlanta Braves,Truist Park,US/Eastern,Regular Season
2023-09-06T23:40:00+00:00,2023-09-06,06:40 PM,Chicago White Sox,Kansas City Royals,Kauffman Stadium,US/Central,Regular Season
2023-09-07T00:05:00+00:00,2023-09-06,06:05 PM,Houston Astros,Texas Rangers,Globe Life Field,US/Mountain,Regular Season
2023-09-07T01:38:00+00:00,2023-09-06,06:38 PM,Baltimore Orioles,Los Angeles Angels,Angel Stadium,US/Pacific,Regular Season
2023-09-06T17:10:00+00:00,2023-09-06,01:10 PM,Minnesota Twins,Cleveland Guardians,Progressive Field,US/Eastern,Regular Season
2023-09-06T19:40:00+00:00,2023-09-06,12:40 PM,Colorado Rockies,Arizona Diamondbacks,Chase Field,US/Arizona,Regular Season
2023-09-07T18:10:00+00:00,2023-09-07,01:10 PM,Chicago White Sox,Kansas City Royals,Kauffman Stadium,US/Central,Regular Season
2023-09-07T22:40:00+00:00,2023-09-07,06:40 PM,Seattle Mariners,Tampa Bay Rays,Tropicana Field,US/Eastern,Regular Season
2023-09-07T22:40:00+00:00,2023-09-07,06:40 PM,Los Angeles Dodgers,Miami Marlins,loanDepot park,US/Eastern,Regular Season
2023-09-07T23:05:00+00:00,2023-09-07,07:05 PM,Detroit Tigers,New York Yankees,Yankee Stadium,US/Eastern,Regular Season
2023-09-07T23:20:00+00:00,2023-09-07,07:20 PM,St. Louis Cardinals,Atlanta Braves,Truist Park,US/Eastern,Regular Season
2023-09-07T23:40:00+00:00,2023-09-07,06:40 PM,Arizona Diamondbacks,Chicago Cubs,Wrigley Field,US/Central,Regular Season
2023-09-08T01:38:00+00:00,2023-09-07,06:38 PM,Cleveland Guardians,Los Angeles Angels,Angel Stadium,US/Pacific,Regular Season
2023-09-08T18:20:00+00:00,2023-09-08,01:20 PM,Arizona Diamondbacks,Chicago Cubs,Wrigley Field,US/Central,Regular Season
2023-09-08T22:40:00+00:00,2023-09-08,06:40 PM,St. Louis Cardinals,Cincinnati Reds,Great American Ball Park,US/Eastern,Regular Season
2023-09-08T22:40:00+00:00,2023-09-08,06:40 PM,Seattle Mariners,Tampa Bay Rays,Tropicana Field,US/Eastern,Regular Season
2023-09-08T22:40:00+00:00,2023-09-08,06:40 PM,Chicago White Sox,Detroit Tigers,Comerica Park,US/Eastern,Regular Season
2023-09-08T23:05:00+00:00,2023-09-08,07:05 PM,Los Angeles Dodgers,Washington Nationals,Nationals Park,US/Eastern,Regular Season
2023-09-08T23:05:00+00:00,2023-09-08,07:05 PM,Miami Marlins,Philadelphia Phillies,Citizens Bank Park,US/Eastern,Regular Season
2023-09-08T23:05:00+00:00,2023-09-08,07:05 PM,Milwaukee Brewers,New York Yankees,Yankee Stadium,US/Eastern,Regular Season
2023-09-08T23:07:00+00:00,2023-09-08,07:07 PM,Kansas City Royals,Toronto Blue Jays,Rogers Centre,Canada/Eastern,Regular Season
2023-09-08T23:10:00+00:00,2023-09-08,07:10 PM,Baltimore Orioles,Boston Red Sox,Fenway Park,US/Eastern,Regular Season
2023-09-08T23:20:00+00:00,2023-09-08,07:20 PM,Pittsburgh Pirates,Atlanta Braves,Truist Park,US/Eastern,Regular Season
2023-09-09T00:05:00+00:00,2023-09-08,06:05 PM,Oakland Athletics,Texas Rangers,Globe Life Field,US/Mountain,Regular Season
2023-09-09T00:10:00+00:00,2023-09-08,07:10 PM,New York Mets,Minnesota Twins,Target Field,US/Central,Regular Season
2023-09-09T01:38:00+00:00,2023-09-08,06:38 PM,Cleveland Guardians,Los Angeles Angels,Angel Stadium,US/Pacific,Regular Season
2023-09-09T02:15:00+00:00,2023-09-08,07:15 PM,Colorado Rockies,San Francisco Giants,Oracle Park,US/Pacific,Regular Season
